title,duration,rating,stars,votes
Paranoid,93 min,3.9,"['John Duigan', '| ', '    Stars:', 'Jessica Alba, ', 'Iain Glen, ', 'Jeanne Tripplehorn, ', 'Ewen Bremner']","2,334"
De gelukkige huisvrouw,100 min,6.7,"['Antoinette Beumer', '| ', '    Stars:', 'Carice van Houten, ', 'Marcel Hensema, ', 'Jaap Spijkers, ', 'Isis Cabolet']","2,887"
Maska,111 min,5.9,"['Neeraj Udhwani', '| ', '    Stars:', 'Prit Kamani, ', 'Manisha Koirala, ', 'Shirley Setia, ', 'Jaaved Jaaferi']","1,466"
Monty Python's Fliegender Zirkus,87 min,8.1,"['Graham Chapman, ', 'John Cleese, ', 'Eric Idle, ', 'Terry Jones']","2,165"
Doll House,107 min,,"['Marla Ancheta', '| ', '    Stars:', 'Mary Joy Apostol, ', 'Katreena Beron, ', 'Ricardo Cepeda, ', 'Baron Geisler']",
Hero Mask,25 min,6.2,"['Greg Chun, ', 'Landon McDonald, ', 'Cam Clarke, ', 'Brad Venable']",692
Le Coup de Foudre,45 min,8.1,"['Zhiwei Zhao, ', 'Qingyu Yan, ', 'Li Ma, ', 'Yutong Xie']",287
Dügün Dernek 2: Sünnet,112 min,6.3,"['Selçuk Aydemir', '| ', '    Stars:', 'Ahmet Kural, ', 'Murat Cemcir, ', 'Rasim Öztekin, ', 'Devrim Yakut']","10,507"
Nerdland,85 min,5.3,"['Chris Prynoski', '| ', '    Stars:', 'Paul Rudd, ', 'Patton Oswalt, ', 'Hannibal Buress, ', 'Kate Micucci']","1,086"
Daniel Sloss: Live Shows,118 min,8.5,['Daniel Sloss'],"3,569"
Dirty John The Dirty Truth,88 min,6.1,"['Sara Mast', '| ', '    Stars:', 'Debra Newell, ', 'Christopher Goffard, ', 'Terra Newell, ', 'Joe Loeffler']","1,892"
All That Matters Is Past,105 min,5.9,"['Sara Johnsen', '| ', '    Stars:', 'Maria Bonnevie, ', 'Inga Berger Schou, ', 'Tea Sandanger, ', 'Line Billa Ljøstad']",767
Tiny Creatures,,5.0,"['Mike Colter, ', 'Louis Labrom-Brown, ', 'Robert Jensen, ', 'Jamila Wingett']","1,263"
Christina P.: Mom Genes,62 min,5.9,"['Ryan Polito', '| ', '    Star:', 'Christina Pazsitzky']",675
Miss Representation,85 min,7.5,"['Jennifer Siebel Newsom, ', 'Joslyn Rose Lyons', '| ', '    Stars:', 'Jennifer Siebel Newsom, ', 'Jean Kilbourne, ', 'Jim Steyer, ', 'Katie Couric']","3,769"
Ali Wong: Baby Cobra,60 min,7.5,"['Jay Karas', '| ', '    Star:', 'Ali Wong']","7,129"
DMT: The Spirit Molecule,75 min,7.1,"['Mitch Schultz', '| ', '    Stars:', 'Joe Rogan, ', 'Ralph Abraham, ', 'Joel Bakst, ', 'Steven Barker']","4,730"
Son,90 min,7.4,"['Yigit Özsener, ', 'Nehir Erdogan, ', 'Engin Altan Düzyatan, ', 'Berrak Tüzünataç']",859
Daddy Issues,81 min,4.2,"['Amara Cash', '| ', '    Stars:', 'Madison Lawlor, ', 'Montana Manning, ', 'Andrew Pifko, ', 'Kamala Jones']",762
Beyond the Universe,126 min,,"['Diego Freitas', '| ', '    Stars:', 'Henrique Zaga, ', 'João Miguel, ', 'Denise Del Vecchio, ', 'Othon Bastos']",
Insiders,,4.2,"['Najwa Nimri, ', 'Alyson Leigh Rosenfeld, ', 'Ryan Bauer-Walsh, ', 'Heidi Niedermeyer']",767
The Surrogate,90 min,4.5,"['Doug Campbell', '| ', '    Stars:', 'Cameron Mathison, ', 'Annie Wersching, ', 'Amy Scott, ', 'Matthew Alan']",617
Rudy Habibie,124 min,7.5,"['Hanung Bramantyo', '| ', '    Stars:', 'Reza Rahadian, ', 'Chelsea Islan, ', 'Ernest Prakasa, ', 'Indah Permatasari']",852
Ready to Mingle,95 min,5.9,"['Luis Javier Henaine', '| ', '    Stars:', 'Cassandra Ciangherotti, ', 'Gabriela de la Garza, ', 'Irán Castillo, ', 'Sophie Alexander-Katz']","2,399"
Coming Out Colton,,6.7,"['Colton Underwood, ', 'Gus Kenworthy, ', 'Esera Tuaolo, ', 'Shelby Harris']","1,178"
The Boss Baby: Get That Baby!,24 min,4.9,"['Dan Forgione, ', 'Pete Jacobs, ', 'Matt Whitlock', '| ', '    Stars:', 'Flula Borg, ', 'Alex Cazares, ', 'Rhys Darby, ', 'Pierce Gagnon']",368
Just Another Christmas,100 min,6.7,"['Roberto Santucci', '| ', '    Stars:', 'Arianne Botelho, ', 'Kevin Andrew Rivera, ', 'Neto Cajado, ', 'Louise Cardoso']","4,558"
WorldEnd: What Do You Do at the End of the World? Are You Busy? Will You Save Us?,24 min,7.1,"['Ryôhei Arai, ', 'Azusa Tadokoro, ', 'Amber Lee Connors, ', 'Alexis Tipton']",789
Smoking,,7.4,"['Ryo Ishibashi, ', 'Ryûhei Matsuda, ', 'Tomomi Maruyama, ', 'Nobuaki Kaneko']",470
Aleksandr's Price,108 min,4.8,"['Pau Masó, ', 'David Damen', '| ', '    Stars:', 'Pau Masó, ', 'Anatoli Grigoriadou, ', 'Josh Berresford, ', 'Samantha Glovin']",836
Rodeo & Juliet,88 min,4.7,"['Thadd Turner', '| ', '    Stars:', 'Krista Allen, ', 'Tim Abell, ', 'Nadine Crocker, ', 'Zeb Halsell']","1,063"
The Forest of Love: Deep Cut,40 min,6.8,"['Shinnosuke Mitsushima, ', 'Kippei Shîna, ', 'Eri Kamataki, ', 'Kyoko Hinami']",470
Bangkok Breaking,60 min,5.8,"['Sukollawat Kanarot, ', 'Nophand Boonyai, ', 'Sushar Manaying, ', 'Chatcha Patumthip']",307
Terrace House: Aloha State,40 min,7.5,"['You, ', 'Reina Triendl, ', 'Yoshimi Tokui, ', 'Azusa Babazono']","1,024"
The Revenge of Robert the Doll,80 min,2.6,"['Andrew Jones', '| ', '    Stars:', 'Lee Bane, ', 'Harriet Rees, ', 'Judith Haley, ', 'Eloise Juryeff']",775
June and Kopi,90 min,6.3,"['Noviandra Santosa', '| ', '    Stars:', 'Acha Septriasa, ', 'Ryan Delon, ', 'Makayla Rose Hilli, ', 'Tj Ruth']",567
Deep in the Heart of Texas: Dave Chappelle Live at Austin City Limits,66 min,7.9,"['Stan Lathan', '| ', '    Stars:', 'Dave Chappelle, ', 'Morgan Freeman']","11,654"
Rumble in Hong Kong,80 min,3.5,"['Mu Chu', '| ', '    Stars:', 'Charlie Chin, ', 'Qiu Yuen, ', 'Betty Pei Ti, ', 'Chin Hu']","1,512"
I Heart Arlo,11 min,6.5,"['Michael J. Woodard, ', 'Mary Lambert, ', 'Brett Gelman, ', 'Jonathan Van Ness']",229
The Pill,83 min,5.4,"['J.C. Khoury', '| ', '    Stars:', 'Noah Bean, ', 'Rachel Boston, ', 'Anna Chlumsky, ', 'Jean Brassard']","3,961"
Reset,45 min,8.1,"['Tao Liu, ', 'Jingting Bai, ', 'Jinmai Zhao, ', 'Jue Huang']",619
Glamour Girls,125 min,3.7,"['Bunmi Ajakaiye', '| ', '    Stars:', 'Robert Adewale, ', 'Lilian Afegbai, ', 'Shantel Agba, ', 'Chika Agwuike']",157
Iceberg Slim: Portrait of a Pimp,89 min,6.8,"['Jorge Hinojosa', '| ', '    Stars:', 'Betty Beck, ', 'Camille Beck, ', 'Diane Beck, ', 'Misty Beck']",726
This Beast,,,['Kurt Sutter'],
Danur 2: Maddah,92 min,5.3,"['Awi Suryadi', '| ', '    Stars:', 'Prilly Latuconsina, ', 'Sandrinna Michelle, ', 'Shawn Adrian Khulafa, ', 'Sophia Latjuba']",522
Mucho Mucho Amor: The Legend of Walter Mercado,96 min,7.2,"['Cristina Costantini, ', 'Kareem Tabsch', '| ', '    Stars:', 'Walter Mercado, ', 'Willy Acosta, ', 'Lin-Manuel Miranda, ', 'Raul de Molina']","3,334"
StoryBots Super Songs,,8.7,"['Judy Greer, ', 'Erin Fitzgerald, ', 'Fred Tatasciore, ', 'Jeff Gill']",175
Sinister Squad,90 min,2.2,"['Jeremy M. Inman', '| ', '    Stars:', 'Johnny Rey Diaz, ', 'Christina Licciardi, ', 'Lindsay Sawyer, ', 'Talia A Davis']","1,117"
Incir Reçeli,94 min,6.5,"['Aytaç Agirlar', '| ', '    Stars:', 'Sezai Paracikoglu, ', 'Melike Güner, ', 'Sinan Çaliskanoglu, ', 'Barbara Lourens']","13,222"
Eromanga Sensei,24 min,5.5,"['Yoshitsugu Matsuoka, ', 'Akane Fujita, ', 'Yui Ishikawa, ', 'Saori Oonishi']","1,406"
Abby Hatcher Fuzzly Catcher,23 min,5.4,"['Macy Drouin, ', 'Wyatt White, ', 'Christian Dal Dosso, ', 'Leo Orgil']",187
Upstate,,,['Ryan Reynolds'],
We Steal Secrets,130 min,6.9,"['Alex Gibney', '| ', '    Stars:', 'Julian Assange, ', 'Adrian Lamo, ', ""John 'FuzzFace' McMahon, "", 'Alex Gibney']","7,967"
Kane Chronicles,,,[],
Eagles Over London,100 min,5.6,"['Enzo G. Castellari', '| ', '    Stars:', 'Frederick Stafford, ', 'Van Johnson, ', 'Francisco Rabal, ', 'Evelyn Stewart']",660
Rana Naidu,,,"['Zessica Harison, ', 'Surveen Chawla, ', 'Ashish Vidyarthi, ', 'Sushant Singh']",
Two Cops,,7.2,"['Jo Jung-Suk, ', 'Kim Seon-Ho, ', 'Hyeri Lee, ', 'Oh Eui-Sik']",431
Here Comes the Flood,,,['Jason Bateman'],
Rita Moreno: Just a Girl Who Decided to Go for It,90 min,7.7,"['Mariem Pérez Riera', '| ', '    Stars:', 'Marlon Brando, ', 'Morgan Freeman, ', 'Lin-Manuel Miranda, ', 'Whoopi Goldberg']",781
Dreamland,84 min,5.7,"['Robert Schwartzman', '| ', '    Stars:', 'Johnny Simmons, ', 'Frankie Shaw, ', ""Beverly D'Angelo, "", 'Ginko']",580
Unnatural Selection,66 min,7.9,"['David Ishee, ', 'Jeffrey Kahn, ', 'Jackson Kennedy, ', 'Kevin Esvelt']","2,013"
John Henry and the Statesmen,,,"['Jake Kasdan', '| ', '    Star:', 'Dwayne Johnson']",
Catching Feelings,124 min,5.6,"['Kagiso Lediga', '| ', '    Stars:', 'Kagiso Lediga, ', 'Pearl Thusi, ', 'Andrew Buckland, ', 'Akin Omotoso']",562
Hypersomnia,90 min,5.0,"['Gabriel Grieco', '| ', '    Stars:', 'Yamila Saud, ', 'Gerardo Romano, ', 'Jimena Barón, ', 'Vanesa González']","1,289"
Kaali Khuhi,90 min,3.5,"['Terrie Samundra', '| ', '    Stars:', 'Shabana Azmi, ', 'Sanjeeda Sheikh, ', 'Satyadeep Misra, ', 'Riva Arora']","1,258"
Life's a Glitch with Julien Bam,35 min,4.3,"['Julien Bam, ', 'Joon Kim, ', 'Juri Padel, ', 'Madieu Ulbrich']",373
Larceny,87 min,3.4,"['R. Ellis Frazier', '| ', '    Stars:', 'Dolph Lundgren, ', 'Louis Mandylor, ', 'Isaac C. Singleton Jr., ', 'Jocelyn Osorio']","1,064"
7 Days Out,48 min,6.8,"['Karl Lagerfeld, ', 'Julie Webster, ', 'Matthew Haag, ', 'Emmy']",561
The Politician's Husband,180 min,7.1,"['David Tennant, ', 'Emily Watson, ', 'Jack Shepherd, ', 'Roger Allam']","1,741"
The Pact II,96 min,4.4,"['Dallas Richard Hallam, ', 'Patrick Horvath', '| ', '    Stars:', 'Camilla Luddington, ', 'Amy Pietz, ', 'Patrick Fischler, ', 'Caity Lotz']","3,562"
Definition Please,91 min,5.6,"['Sujata Day', '| ', '    Stars:', 'Katrina Bowden, ', 'LeVar Burton, ', 'Eugene Byrd, ', 'Anna Khaja']",176
Under the Sun,130 min,6.8,"['Colin Nutley', '| ', '    Stars:', 'Rolf Lassgård, ', 'Helena Bergström, ', 'Johan Widerberg, ', 'Gunilla Röör']","2,736"
Doctor X,54 min,7.5,"['Ryôko Yonekura, ', 'Ittoku Kishibe, ', 'Yuki Uchida, ', 'Toshiyuki Nishida']",683
Mighty Express,,4.9,"['Tyler James Nathan, ', 'Tyler Nathan, ', 'Michela Luci, ', 'Nikita Steinert']",120
The Silence of the Sky,102 min,6.5,"['Marco Dutra', '| ', '    Stars:', 'Leonardo Sbaraglia, ', 'Carolina Dieckmann, ', 'Chino Darín, ', 'Alvaro Armand Ugon']","2,096"
Holiday Secrets,,6.5,"['Corinna Harfouch, ', 'Christiane Paul, ', 'Svenja Jung, ', 'Leonie Benesch']","1,166"
Mission Blue,95 min,7.9,"['Robert Nixon, ', 'Fisher Stevens', '| ', '    Stars:', 'Barbara Block, ', 'James Cameron, ', 'Michael deGruy, ', 'Sylvia Earle']","2,007"
La Gran Seducción,,,"['Celso R. García', '| ', '    Stars:', 'Yalitza Aparicio, ', 'Guillermo Villegas, ', 'Pierre Louis, ', 'Arath Aquino']",
Autumn,110 min,3.1,"['Steven Rumbelow', '| ', '    Stars:', 'Dexter Fletcher, ', 'Dickon Tolson, ', 'Lana Kamenov, ', 'Anton Brejak']","1,621"
My Only One,,7.1,"['Yoon Jin Yi, ', 'Hye-mi Na, ', 'Sung-Hoon Park, ', 'Hwa-yeon Cha']",113
Ronny Chieng: Speakeasy,60 min,6.3,"['Sebastian DiNatale', '| ', '    Star:', 'Ronny Chieng']","1,249"
Piggy Tales,1 min,6.8,"['Antti Pääkkönen, ', 'Antti Pääkkönen, ', 'Douglas Black Heaton']",147
The Big Family Cooking Showdown,59 min,7.0,"['Angellica Bell, ', 'Tommy Banks, ', 'Zoë Ball, ', 'Nadiya Hussain']",691
Chico Bon Bon: Monkey with a Tool Belt,,6.1,"['Robbie Daymond, ', 'Dayci Brookshire, ', 'Anthony Tedesco, ', 'Alyson Leigh Rosenfeld']",129
Juhong geulshi,115 min,6.4,"['Hyuk Byun', '| ', '    Stars:', 'Han Suk-kyu, ', 'Eun-ju Lee, ', 'Hyun-Ah Sung, ', 'Ji-won Uhm']","1,119"
The Accountant of Auschwitz,80 min,7.3,"['Matthew Shoychet', '| ', '    Stars:', 'Oskar Gröning, ', 'Jeff Ansell, ', 'Hedy Bohm, ', 'Hans-Jürgen Brennecke']","2,875"
Why Me?,125 min,7.4,"['Tudor Giurgiu', '| ', '    Stars:', 'Emilian Oprea, ', 'Mihai Constantin, ', 'Andreea Vasile, ', 'Dan Condurache']","2,525"
Saimdang Bitui Ilgi,60 min,7.7,"['Lee Yeong-ae, ', 'Ji-Hyun Park, ', 'Seo-Joon Lee, ', 'Jong-hwan Choi']",453
The Trader,23 min,6.7,['Tamta Gabrichidze'],"2,930"
Kyûketsuki Sugu Shinu,24 min,6.8,"['Ian Sinclair, ', 'Ellie Dritch, ', 'Frank Todaro, ', 'Alicyn Packard']",222
Milada,124 min,6.3,"['David Mrnka', '| ', '    Stars:', 'Ayelet Zurer, ', 'Robert Gant, ', 'Daniel Rchichev, ', 'Karina Rchichev']","1,358"
The Witch Boy,,,['Minkyu Lee'],
Seoul Searching,105 min,7.0,"['Benson Lee', '| ', '    Stars:', 'In-Pyo Cha, ', 'Justin Chon, ', 'Jessika Van, ', 'Teo Yoo']","1,759"
Bad Boy,135 min,3.8,"['Patryk Vega', '| ', '    Stars:', 'Antoni Królikowski, ', 'Maciej Stuhr, ', 'Katarzyna Zawadzka, ', 'Andrzej Grabowski']","1,082"
Hellions,80 min,4.2,"['Bruce McDonald', '| ', '    Stars:', 'Chloe Rose, ', 'Rachel Wilson, ', 'Rossif Sutherland, ', 'Peter DaCunha']","3,329"
Escape the Undertaker,31 min,4.2,"['Ben Simms', '| ', '    Stars:', 'Mark Calaway, ', 'Ettore Ewen, ', 'Kofi Kingston, ', 'Austin Watson']",949
Missing: The Other Side,70 min,7.7,"['Go Soo, ', 'Joon-ho Huh, ', 'Sohee, ', 'Ha-Joon Song']",311
From Today It's My Turn,46 min,7.6,"['Yui Ohta, ', 'Kento Kaku, ', 'Kentaro Ito, ', 'Nana Seino']",859
This Is Not a Comedy,105 min,5.0,"['Rodrigo Guardiola, ', 'Gabriel Nuncio', '| ', '    Stars:', 'Gabriel Nuncio, ', 'Cassandra Ciangherotti, ', 'Adriana Paz, ', 'Cecilia Suárez']",351
My Beautiful Broken Brain,86 min,7.0,"['Sophie Robinson, ', 'Lotje Sodderland', '| ', '    Stars:', 'David Lynch, ', 'Sophie Robinson, ', 'Hente Sodderland, ', 'Jan Sodderland']","2,309"
Particle Fever,99 min,7.4,"['Mark Levinson', '| ', '    Stars:', 'David Kaplan, ', 'Fabiola Gianotti, ', 'Sherwood Boehlert, ', 'Joel Hefley']","7,440"
Anjaan: Special Crimes Unit,,7.6,"['Gashmeer Mahajani, ', 'Heena Parmar, ', 'Shahab Khan, ', 'Bobby Kumar']",329
Saheb Bibi Golaam,121 min,6.4,"['Pratim D. Gupta', '| ', '    Stars:', 'Damini Basu, ', 'Ritwick Chakraborty, ', 'Vikram Chatterjee, ', 'Avishek De Biswas']",675
Neverlake,86 min,5.3,"['Riccardo Paoletti', '| ', '    Stars:', 'Daisy Keeping, ', 'David Brandon, ', 'Joy Tanner, ', 'Martin Kashirokov']","2,356"
Kartini: Princess of Java,122 min,7.6,"['Hanung Bramantyo', '| ', '    Stars:', 'Dian Sastrowardoyo, ', 'Ayushita, ', 'Acha Septriasa, ', 'Deddy Sutomo']",549
So Much Love to Give,108 min,5.3,"['Marcos Carnevale', '| ', '    Stars:', 'Adrián Suar, ', 'Soledad Villamil, ', 'Gabriela Toscano, ', 'Alan Sabbagh']","1,420"
Fightworld,40 min,7.5,"['Frank Grillo, ', 'Buakaw Banchamek, ', 'Julio Cesar Chavez, ', 'Kru Dam']",839
All Because of You,101 min,4.0,"['Adrian Teh', '| ', '    Stars:', 'Hairul Azreen, ', 'Janna Nick, ', 'Amerul Affendi, ', 'Henley Hii']",222
The Tribe,90 min,5.8,"['Fernando Colomo', '| ', '    Stars:', 'Paco León, ', 'Carmen Machi, ', 'Maribel del Pino, ', 'María José Sarrate']","2,805"
Percentage,86 min,4.1,"['Alex Merkin', '| ', '    Stars:', ""Cam'ron, "", 'Omar Gooding, ', 'Ving Rhames, ', 'Macy Gray']","6,483"
Upcoming,115 min,6.8,"['Leste Chen', '| ', '    Stars:', 'Zifeng Zhang, ', 'Lei Wu, ', 'Lei Hao, ', 'Feng Zu']",535
Notre-Dame,,,"['Roschdy Zem, ', 'Caroline Proust, ', 'Megan Northam, ', 'Simon Abkarian']",
Ponysitters Club,22 min,5.8,"['Morgan Neundorf, ', 'Cailan Laine, ', 'Hugh Wilson, ', 'Madeline Leon']",117
Power Rangers,,,['Jonathan Entwistle'],
The Crash Reel,108 min,8.2,"['Lucy Walker', '| ', '    Stars:', 'Kevin Pearce, ', 'Shaun White, ', 'Mason Aguirre, ', 'Daniel Amen']","4,890"
Sara's Notebook,115 min,5.9,"['Norberto López Amado', '| ', '    Stars:', 'Belén Rueda, ', 'Marian Álvarez, ', 'Iván Mendes, ', 'Manolo Cardona']","2,741"
To Each Her Own,95 min,5.4,"['Myriam Aziza', '| ', '    Stars:', 'Sarah Stern, ', 'Jean-Christophe Folly, ', 'Julia Piaton, ', 'Catherine Jacob']","1,805"
2:22,104 min,5.1,"['Phillip Guzman', '| ', '    Stars:', 'Mick Rossi, ', 'Robert Miano, ', 'Aaron Gallagher, ', 'Jorge A. Jimenez']","1,431"
Gipsy Queen,117 min,6.6,"['Hüseyin Tabak', '| ', '    Stars:', 'Alina Serban, ', 'Tobias Moretti, ', 'Irina Kurbanova, ', 'Catrin Striebeck']",713
Yosemite,80 min,4.7,"['Gabrielle Demeestere', '| ', '    Stars:', 'James Franco, ', 'Everett Meckler, ', 'Alec Mansky, ', 'Calum John']",889
Commandos,98 min,5.3,"['Armando Crispino', '| ', '    Stars:', 'Lee Van Cleef, ', 'Jack Kelly, ', 'Giampiero Albertini, ', 'Marino Masé']",928
Hector,87 min,6.9,"['Jake Gavin', '| ', '    Stars:', 'Peter Mullan, ', 'Keith Allen, ', 'Natalie Gavin, ', 'Sharon Rooney']","1,727"
Kalushi: The Story of Solomon Mahlangu,107 min,6.6,"['Mandla Dube', '| ', '    Stars:', 'Thabo Rametsi, ', 'Thabo Malema, ', 'Welile Nzuza, ', 'Jafta Mamabolo']",330
Amongst Vultures,98 min,5.9,"['Alfred Vohrer', '| ', '    Stars:', 'Pierre Brice, ', 'Götz George, ', 'Elke Sommer, ', 'Stewart Granger']","1,625"
The Claus Family,96 min,5.5,"['Matthias Temmermans', '| ', '    Stars:', 'Jan Decleir, ', 'Mo Bakker, ', 'Bracha van Doesburgh, ', 'Renée Soutendijk']","2,046"
Akhirat: A Love Story,112 min,6.3,"['Jason Iskandar', '| ', '    Stars:', 'Adipati Dolken, ', 'Della Dartyan, ', 'Verdi Solaiman, ', 'Windy Apsari']",108
We Lost Our Human,103 min,,"['Curtis Lelash', '| ', '    Stars:', 'Ayo Edebiri, ', 'Ben Schwartz, ', 'Lauren Tom, ', 'Matty Cardarople']",
Joan Didion: The Center Will Not Hold,94 min,7.5,"['Griffin Dunne', '| ', '    Stars:', 'Hilton Als, ', 'Tom Brokaw, ', 'Dick Cheney, ', 'Jim Didion']","2,689"
Barbie & Chelsea the Lost Birthday,60 min,5.2,"['Cassandra Mackay', '| ', '    Stars:', 'Laila Berzins, ', 'Nakia Burrise, ', 'Greg Chun, ', 'Jacob Craner']",223
La luna sangre,30 min,5.9,"['Richard Gutierrez, ', 'Kathryn Bernardo, ', 'Daniel Padilla, ', 'Mel Kimura']",170
The Creative Brain,52 min,6.3,"['Jennifer Beamish, ', 'Toby Trackman', '| ', '    Stars:', 'David Eagleman, ', 'Michelle Khine, ', 'Bjarke Ingels, ', 'Nathan Myhrvold']",959
III: The Ritual,80 min,4.7,"['Pavel Khvaleev', '| ', '    Stars:', 'Polina Davydova, ', 'Lyubov Ignatushko, ', 'Evgeniy Gagarin, ', 'Andrey Abramichev']","1,801"
Attack of the Hollywood Cliches!,58 min,6.1,"['Sean Doherty, ', 'Ricky Kelehar, ', 'Alice Mathias', '| ', '    Stars:', 'Rob Lowe, ', 'Andie MacDowell, ', 'Ira Madison III, ', 'Anna Smith']","3,827"
Pororo the Little Penguin,,6.3,"['Hwan Chin Kim, ', 'Goo Ja-Hyeong, ', 'Mi Ja Lee, ', 'Ham Soo-Jeong']",95
Tidying Up with Marie Kondo,40 min,6.6,"['Marie Kondo, ', 'Charlotte Hervieux, ', 'Marie Iida, ', 'Rachel Friend']","3,638"
The Sleeping City,86 min,6.7,"['George Sherman', '| ', '    Stars:', 'Richard Conte, ', 'Coleen Gray, ', 'Richard Taber, ', 'John Alexander']",638
Flower Crew: Joseon Marriage Agency,70 min,6.8,"['Min-Jae Kim, ', 'Gong Seung-Yeon, ', 'Seo Ji-Hoon, ', 'Ji-Hoon Park']",233
Teletubbies,12 min,,"['Tituss Burgess, ', 'Rebecca Hyland, ', 'Nick Kellington, ', 'Julia Pulo']",
F*ck de liefde,96 min,4.8,"['Appie Boudellah, ', 'Lodewijk van Lelyveld', '| ', '    Stars:', 'Bo Maerten, ', 'Thijs Römer, ', 'Yolanthe Cabau, ', 'Maurits Delchot']",847
Quincy,124 min,7.6,"['Alan Hicks, ', 'Rashida Jones', '| ', '    Stars:', 'Quincy Jones, ', 'Rashida Jones, ', 'Kareem Abdul-Jabbar, ', 'Clarence Avant']","4,595"
Toon,25 min,7.6,"['Joep Vermolen, ', 'Amy van der Weerden, ', 'Loulou Hameleers, ', 'Robbert Bleij']",907
Story Time Book: Read-Along,,9.4,"['Lileina Joy, ', 'Maya Aoki Tuttle, ', 'Emily Wold, ', 'Lucy Capri']",16
Nokdu Flower,,7.6,"['Jo Jung-Suk, ', 'Yeri Han, ', 'Yoon Shi-Yoon, ', 'Son Woo-Hyun']",143
End Game,40 min,7.1,"['Rob Epstein, ', 'Jeffrey Friedman']","1,868"
Dark Net,30 min,7.0,"['Lauren Terp, ', 'Kristie, ', 'Drew, ', 'Anisha Vora']","1,500"
Iceman,104 min,4.7,"['Wing-Cheong Law', '| ', '    Stars:', 'Donnie Yen, ', 'Baoqiang Wang, ', 'Shengyi Huang, ', 'Kang Yu']","3,626"
Yes or No,102 min,6.7,"['Saratswadee Wongsomphet', '| ', '    Stars:', 'Sushar Manaying, ', 'Supanart Jittaleela, ', 'Arisara Thongborisut, ', 'Soranut Yupanun']","1,981"
Carmen Sandiego,,,['Gina Rodriguez'],
Ánimas,83 min,4.8,"['Laura Alvea, ', 'José Ortuño', '| ', '    Stars:', 'Ángela Molina, ', 'Chacha Huang, ', 'Luis Bermejo, ', 'Iván Pellicer']","1,390"
The Unknown Hitman: The Story of El Cholo Adrían,60 min,6.6,"['Guillermo Iván, ', 'Marco Uriel, ', 'Jose Angel Bichir, ', 'Paty Blanco']",149
The Photographer: Murder in Pinamar,106 min,6.7,"['Alejandro Hartmann', '| ', '    Stars:', 'José Luis Cabezas, ', 'Domingo Cavallo, ', 'Cristina Fernández de Kirchner, ', 'Eduardo Duhalde']",557
Joe Rogan: Strange Times,63 min,7.3,"['Anthony Giordano', '| ', '    Star:', 'Joe Rogan']","4,418"
WISH YOU: Your Melody from My Heart,10 min,6.6,"['Kang In Soo, ', 'Sang Lee, ', 'Kang Ye Na, ', 'Subin Park']",738
The Secret of Happiness,90 min,7.6,"['Vlad Zamfirescu', '| ', '    Stars:', 'Theo Marton, ', 'Irina Velcescu, ', 'Vlad Zamfirescu']",948
Knock Down the House,87 min,7.2,"['Rachel Lears', '| ', '    Stars:', 'Alexandria Ocasio-Cortez, ', 'Cori Bush, ', 'Joe Crowley, ', 'Paula Jean Swearengin']","12,582"
Bridegroom,80 min,8.0,"['Linda Bloodworth-Thomason', '| ', '    Stars:', 'Cindy Bitney, ', 'David Crone, ', 'Jessica Mitchell, ', 'Lizzy Mohl']","4,535"
ReMastered: Devil at the Crossroads,48 min,7.0,"['Brian Oakes', '| ', '    Stars:', 'Terry Harmonica Bean, ', 'Rory Block, ', 'Yvonne Chireau, ', 'Eric Clapton']","2,816"
Kkondae Intern,32 min,7.2,"['Park Hae-Jin, ', 'Eung-soo Kim, ', 'Han Ji-Eun, ', 'Gi-woong Park']",185
Buddy Thunderstruck,24 min,7.7,"['Alexandre Crepet, ', 'Brian Atkinson, ', 'Debi Derryberry, ', 'Philip Maurice Hayes']",510
Milly & Mamet,101 min,7.4,"['Ernest Prakasa', '| ', '    Stars:', 'Yoshi Sudarso, ', 'Julie Estelle, ', 'Dian Sastrowardoyo, ', 'Adinia Wirasti']",815
Schulz Saves America,68 min,7.3,['Andrew Schulz'],"1,130"
Cockpit,96 min,5.8,"['Mårten Klingberg', '| ', '    Stars:', 'Jonas Karlsson, ', 'Marie Robertson, ', 'Ellen Jelinek, ', 'David Bonté Atterberg']","2,413"
Flavorful Origins,12 min,7.7,"['Yang Chen, ', 'Hao Chen, ', 'Vivian Lu']",630
Hotaru no hikari,,7.5,"['Haruka Ayase, ', 'Naohito Fujiki, ', 'Yuka Itaya, ', 'Ken Yasuda']",888
The Writer,,6.6,"['Basel Khayyat, ', 'Daniella Rahme, ', 'Reem Khoury, ', 'Elie Njeim']",312
VeggieTales in the House,,4.0,"['Phil Vischer, ', 'Mike Nawrocki, ', 'Tress MacNeille, ', 'Rob Paulsen']",319
Reversing Roe,99 min,7.5,"['Ricki Stern, ', 'Anne Sundberg', '| ', '    Stars:', 'Donna Howard, ', 'John Seago, ', 'Brigitte Amiri, ', 'Troy Newman']","1,649"
Iliza Shlesinger: War Paint,75 min,6.6,"['Jay Chapman', '| ', '    Star:', 'Iliza Shlesinger']","2,041"
StarBeam,,7.2,"['Nahanni Mitchell, ', 'Dean Petriw, ', 'Terry Klassen, ', 'Sam Vincent']",92
Blackout,90 min,6.4,"['Ben Chanan', '| ', '    Stars:', 'Jemima Abey, ', 'Maisie Abraham, ', 'Komal Amin, ', 'Faraz Ayub']",246
